ID,YEAR,MONTH,DATE,TIME,TRAIN_ID,LINE_ID,PLACE_ID,ST1_ID,ST2_ID,DELAY_ID,OPERATOR,CAUSE_ID,DETAIL
199,2021,พฤศจิกายน,2021-11-07,10.4,T11,7,1,RN08,,C,SRTET,8,10.40 น. ขบวนรถไฟ T11 เกิดหน้าจอแสดงผลการขับเคลื่อนและเส้นทาง ขัดข้อง ก่อนเข้าสถานีดอนเมือง ฝั่งขาเข้าเมือง (ปลายทางสถานีกลางบางซื่อ) ส่งผลให้ขบวนรถเที่ยว 1040 ล่าช้าจากตารางเวลา 6 นาที 11.00 น. นำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อฝั่งขาออกเมือง
200,2021,พฤศจิกายน,2021-11-07,14.35,12,1,1,E23,,O,BTS,14,14:35 ขบวนรถไฟฟ้าหมายเลข 12 ขัดข้องที่สถานีเคหะ ฝั่งมุ่งหน้าสถานีปลายทางคูคต ไม่สามารถทำการแก้ไขได้ ให้ทำการเปลี่ยนถ่ายผู้โดยสาร 14:55 ปรับรูปแบบการเดินรถโดยจัดรถไฟฟ้าวิ่งให้บริการจากสถานีคูคต  ถึงสถานีปลายทางเคหะฯ  ซึ่งสถานีศรีนครินทร์ สถานีแพรกษา สถานีสายลวด และสถานีเคหะฯ  ใช้ชานชาลาฝั่งมุ่งหน้าสถานีปลายทางคูคตฝั่งเดียวในการให้บริการ 15:09 ขบวนรถไฟฟ้าหมายเลข 12 ได้รับการแก้ไขเรียบร้อย การเดินรถในสายสุขุมวิท สามารถเดินรถได้ตามปกติ
201,2021,พฤศจิกายน,2021-11-07,19.34,T24,7,1,RN01,,C,SRTET,8,19.34 น. เนื่องจากฝาตู้อุปกรณ์เปิด ก่อนเข้าสถานีกลางบางซื่อ ฝั่งขาเข้าเมือง ศูนย์ควบคุมการเดินรถ จึงอนุมัติให้ขบวนรถ T16(ขบวนรถสำรอง) ลงพื้นที่ราง ทำการปิดตู้อุปกรรณ์ ส่งผลให้ขบวนรถ T24 เที่ยว 2109 ล่าช้าจากตาราง 11 นาที 19.55 น. ให้บริการตรงตามเวลาเดินรถ
202,2021,พฤศจิกายน,2021-11-08,21.06,31,1,1,N7,,O,BTS,2,21.06 น. BTS ขบวนรถไฟฟ้าหมายเลข 31 ระบบเบรกขัดข้องที่สถานีสะพานควาย ฝั่งมุ่งหน้าสถานีปลายทางเคหะฯ  กำลังทำการแก้ไข 21.29 น. ศูนย์ควบคุมการเดินรถจัดรถไฟฟ้าวิ่งให้บริการจากสถานีคูคต ถึงสถานีปลายทางเคหะฯ ซึ่งสถานีหมอชิต สถานีสะพานควาย และสถานีอารีย์ ใช้ชานชาลาฝั่งมุ่งหน้าสถานีปลายทางคูคต  ฝั่งเดียวในการให้บริการ 22.47 น. การเดินรถในสายสุขุมวิทสามารถเดินรถได้ตามทิศทางปกติ
203,2021,พฤศจิกายน,2021-11-10,5.49,T11,7,1,RN10,,C,SRTET,8,"05.49 น. อุปกรณ์ตรวจจับนับเพลาล้อ 63T, 108T ขัดข้อง ที่สถานีรังสิตชานชาลา 3,4 และ B08AT, B08BT ก่อนเข้าสถานีดอนเมืองฝั่งขาเข้าเมือง ส่งผลให้ขบวนรถไฟ T11/เที่ยว 1004 ล่าช้าจากตารางเวลา 6 นาที 06.30 น. นำขบวนรถไฟสำรองมาให้บริการที่สถานีกลางบางซื่อ ฝั่งขาออกเมือง รถไฟทุกขบวนให้บริการครบตรงตามตารางเดินรถ"
204,2021,พฤศจิกายน,2021-11-11,18.14,City05,4,1,A4,,B,AERA1,2,18.14 น.ขบวนรถ City05 ระบบเบรคฉุกเฉินทำงานโดยไม่ทราบสาเหตุ 2 ครั้ง ที่สถานีหัวหมาก ฝั่งขาออกนอกเมือง ส่งผลให้เมื่อขบวนรถถึงสถานีปลายทางสุวรรณภูมิล่าช้าจากตารางเวลา 5 นาทีเวลา 19.01 น.ขบวนรถ City05 เข้าสถานีปลายทางพญาไท สามารถให้บริการต่อได้ตามปกติ
205,2021,พฤศจิกายน,2021-11-11,18.54,,8,2,RW05,RW06,O,SRTET,6,18.54 น. ชุดประแจ106B ขัดข้อง ระหว่างช่วงสถานีบางบำหรุและสถานีตลิ่งชัน ฝั่งขาออกเมือง ศูนย์ควบคุมการเดินรถปรับรูปแบบการเดินรถ วิ่ง Shuttle ระหว่างตลิ่งชัน-บางบำหรุ 1 ขบวน และวิ่ง Short loop ระหว่างบางบำหรุ-บางซื่อ 2 ขบวน ใช้ ความถี่ 30 นาที ตลอดจนสิ้นสุดการให้บริการ
206,2021,พฤศจิกายน,2021-11-14,6.19,T24,8,1,RW05,,C,SRTET,8,06.19 น. ขบวนรถ T24 ตัวบันทึกข้อมูล และ ตัววัดอัตราเร่งความเร็วของรถไฟเกิดขัดข้อง ที่สถานีบางบำหรุ ฝั่งขาออกเมือง ดำเนินการถอนออกจากการให้บริการ ส่งผลให้เที่ยว 2008 ล่าช้าจากตารางเวลา 7 นาที 07.05 น. นำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อฝั่งขาออกเมือง
207,2021,พฤศจิกายน,2021-11-15,7,T11,7,1,RN09,,B,SRTET,8,07.00 น. ขบวนรถ T11/เที่ยว1011 ล่าช้าจากตารางเวลา 5 นาที จำนวน 1 เที่ยว เนื่องจากอุปกรณ์ส่งสัญญาณจากรางขัดข้อง บริเวณก่อนเข้าสถานีหลักหก ฝั่งขาเข้าเมือง และจากอุปกรณ์ตรวจจับนับเพลาล้อขัดข้อง ระหว่างช่วงสถานี หลักหก และ สถานีรังสิต ฝั่งขาออกเมือง
208,2021,พฤศจิกายน,2021-11-16,14.1,T13,7,1,RN09,,C,SRTET,1,14.10 น. ขบวนรถไฟ T13 /เที่ยว 1068  ที่สถานีหลักหก ฝั่งขาเข้าเมือง เกิดระบบขับเคลื่อนขัดข้อง ขบวนรถวิ่งให้บริการต่อจนถึงสถานีปลายทางกลางบางซื่อ และ ดำเนินการถอนขบวนรถไฟออกจากการให้บริการ ส่งผลให้เที่ยว 1068 ล่าช้าจากตารางเวลา 22 นาที 14.30 น. นำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อฝั่งขาออกเมือง
209,2021,พฤศจิกายน,2021-11-18,6.5,EX02,4,1,A4,,B,AERA1,1,"เวลา 06.50 น.EX02(รถเสริม)ขณะเคลื่อนที่ออกจากสถานีหัวหมากฝั่งขาออกนอกเมืองเกิดระบบขับเคลื่อนขัดข้อง ส่งผลให้รถไฟขบวน CT04 วิ่งตามมาล่าช้าจากตารางเวลา 5 นาที
เวลา 07.15 น.รถไฟให้บริการครบตรงตามตารางเวลา"
210,2021,พฤศจิกายน,2021-11-18,13.1,20,3,1,BL28,,B,BEM,2,เวลา 13.10 น. ขบวนรถไฟฟ้าหมายเลข 20 เกิดเหตุระบบแรงดันลมขัดข้อง จำนวน 1 ขบวน ที่สถานีหัวลำโพง ฝั่งขาขึ้น (ปลายทางสถานีท่าพระ) ดำเนินการถอนรถออกจากการให้บริการ ล่าช้า 3 นาที โดยมีขบวนรถให้บริการทดแทน
211,2021,พฤศจิกายน,2021-11-18,17.05,13,3,1,BL26,,B,BEM,3,เวลา 17.05 น. ขบวนรถไฟฟ้าหมายเลข 13 เกิดเหตุประตูรถไฟฟ้าขัดข้อง จำนวน 1 ขบวน ที่สถานีสีลม ฝั่งขาขึ้น (ปลายทางสถานีท่าพระ) ดำเนินการถอนรถออกจากการให้บริการ ล่าช้า 3 นาที โดยมีขบวนรถให้บริการทดแทน
212,2021,พฤศจิกายน,2021-11-18,17.54,14,2,1,S12,,O,BTS,2,"17.54 ขบวนรถไฟฟ้าหมายเลข14 ระบบความดันลมขัดข้องที่สถานีบางหว้า ฝั่งมุ่งหน้าสถานีปลายทางสนามกีฬาแห่งชาติ ไม่สามารถทำการแก้ไขได้ ต้องทำการเปลี่ยนถ่ายผู้โดยสาร
-18.10 ขบวนรถไฟฟ้าหมายเลข 14 ยังไม่สามารถทำการแก้ไขได้ ต้องนำขบวนรถไฟฟ้าหมายเลข 33 เข้ามาทำการช่วยเหลือ
-18.48 การเดินรถในสายสีลม สามารถเดินรถได้ตามปกติ"
213,2021,พฤศจิกายน,2021-11-20,6.3,,7,1,RN10,,O,SRTET,8,"06.30 น. เนื่องจากอุปกรณ์ตรวจจับนับเพลาล้อ 63T, 108T และระบบอาณัติสัญญาณที่สถานีรังสิตขัดข้อง ศูนย์ควบคุมเปลี่ยนแผนการเดินรถโดยใช้แผนการเดินรถสำรองแบบไม่เต็มรูปแบบ 
วิ่ง Shuttle ระหว่างสถานีดอนเมือง-สถานีรังสิต 1 ขบวน และวิ่ง Short loop ระหว่างสถานีกลางบางซื่อ-สถานีดอนเมือง 2 ขบวน ใช้ ความถี่ 20 นาที"
214,2021,พฤศจิกายน,2021-11-21,14.15,CT01,4,1,A7,,O,AERA1,2,เวลา 14.15 น.CT01ออกจากสถานีราชปรารภฝั่งขาเข้าเมืองระบบเบรคขัดข้อง ทำการขนถ่ายผู้โดยสารออกจากขบวนรถที่สถานีพญาไท ส่งผลให้ยกเลิกจากสถานีพญาไท รอบ 14.19 น.มีผลกระทบฝั่งขาออกนอกเมืองตั้งแต่สถานีพญาไทถึงสถานีมักกะสัน โดยมีขบวนรถไฟให้บริการทดแทน เวลา 14.28 น.รถไฟให้บริการครบตรงตามตารางเวลา
215,2021,พฤศจิกายน,2021-11-21,18.45,T04,7,1,RN01,,B,SRTET,2,18.45 น. ขบวนรถไฟ T04 เที่ยว1109 มีกลิ่นไหม้รุนแรงบริเวณตู้โดยสารที่ 5  ทำการขนถ่ายผู้โดยสารออกจากขบวนรถที่สถานีกลางบางซื่อ ส่งผลให้เที่ยว1109 ล่าช้าจากตารางเวลา 15 นาที 19.00 น. นำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อฝั่งขาออกเมือง 19.37 น. ขบวนรถไฟให้บริการครบตรงตามตารางเวลาเดินรถ
216,2021,พฤศจิกายน,2021-11-22,14.39,T05,7,1,RN08,,C,SRTET,8,"14.39 น. ขบวนรถไฟ T05 เกิดโหมดขับเคลื่อนขัดข้อง ก่อนเข้าสถานีดอนเมือง ฝั่งขาเข้าเมือง ทำการแก้ไขแล้วเสร็จ ส่งผลให้ขบวนรถ เที่ยว1072 ล่าช้าจากตารางเวลา 6 นาที
15.00 น. นำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อ ฝั่งขาออกเมือง รถไฟทุกขบวนให้บริการครบตรงตามตารางเวลาเดินรถ"
217,2021,พฤศจิกายน,2021-11-22,19.28,T23,8,2,RW05,RW06,C,SRTET,6,19.28 น. ชุดประแจ101A ขัดข้อง ระหว่างช่วงสถานีบางบำหรุและสถานีตลิ่งชัน ฝั่งขาออกเมือง ส่งผลให้ขบวนรถT23 เที่ยว2109 ล่าช้าจากตารางเวลา 6 นาที 19.30 น. รถไฟทุกขบวนให้บริการครบตรงตามตารางเวลาเดินรถ
218,2021,พฤศจิกายน,2021-11-23,19.17,T06,7,1,RN09,,C,SRTET,8,19.17 น. ขบวนรถไฟ T06 ตัวรับข้อมูลจากตัวส่งสัญญาณ ที่ตู้ขบวน1 ขัดข้อง  ก่อนเข้าสถานีหลักหก ฝั่งขาเข้าเมือง ทำการแก้ไขแล้วเสร็จ ส่งผลให้ขบวนรถ เที่ยว1110 ล่าช้าจากตารางเวลา 6 นาที 19.50 น รถไฟทุกขบวนให้บริการครบตรงตามตารางเวลาเดินรถ
219,2021,พฤศจิกายน,2021-11-24,7.35,T04,7,1,RN09,,B,SRTET,8,"07.35 น. เกิดอุปกรณ์ส่งสัญญาณจากรางขัดข้อง บริเวณก่อนเข้าสถานีหลักหก ฝั่งขาเข้าเมือง สัญญาณไฟประจำที่ หมายเลข B04 ส่งผลให้ขบวนรถ T04/เที่ยว1016 ล่าช้าจากตารางเวลา 5 นาที
08.00 น. นำขบวนรถไฟสำรองมาให้บริการที่สถานีกลางบางซื่อ ฝั่งขาออกเมือง รถไฟทุกขบวนให้บริการครบตรงตามตารางเดินรถ"
220,2021,พฤศจิกายน,2021-11-24,8.07,T08,7,1,RN09,,C,SRTET,8,"08.07 น. เกิดอุปกรณ์ส่งสัญญาณจากรางขัดข้อง บริเวณก่อนเข้าสถานีหลักหก ฝั่งขาเข้าเมือง สัญญาณไฟประจำที่ หมายเลข B04 ส่งผลให้ขบวนรถ T08/เที่ยว1020 ล่าช้าจากตารางเวลา 6 นาที
08.45 น. นำขบวนรถไฟสำรองมาให้บริการที่สถานีกลางบางซื่อ ฝั่งขาออกเมือง รถไฟทุกขบวนให้บริการครบตรงตามตารางเดินรถ"
221,2021,พฤศจิกายน,2021-11-24,8.52,,4,1,A8,,C,AERA1,8," เวลา 08.52 น.เกิดเหตุอาณัติสัญญาณขัดข้อง ที่สถานีพญาไท ฝั่งขาออกนอกเมือง ส่งผลให้รถล่าช้าจากตารางเวลา 10 นาที
-เวลา 10.20 น.เจ้าหน้าที่ทำการแก้ไขอาณัติสัญญาณที่สถานีพญาไท ฝั่งขาออกนอกเมือง แล้วเสร็จ รถไฟทุกขบวนให้บริการครบตรงตามตารางเวลาเดินรถ"
222,2021,พฤศจิกายน,2021-11-24,12.35,69,1,1,N11,,O,BTS,8,12.35 BTS ขบวนรถไฟฟ้าหมายเลข 69 ระบบอาณัติสัญญาณขัดข้องก่อนถึงจุดจอดที่สถานีรัชโยธิน  ฝั่งมุ่งหน้าสถานีปลายทางคูคต กำลังทำการแก้ไข 12.41 BTS ขบวนรถไฟฟ้าหมายเลข 69 ได้รับการแก้ไขเรียบร้อย หลังจากนั้นนำขบวนรถออกจากการให้บริการ  การเดินรถในสายสุขุมวิทสามารถเดินรถได้ตามปกติ
223,2021,พฤศจิกายน,2021-11-25,11.15,T19,8,2,RW06,RW05,C,SRTET,8,"11.15 น. อุปกรณ์ตรวจจับนับเพลาล้อ 101BT, 102AT ขัดข้อง ที่ระหว่างสถานีตลิ่งชันและบางบำหรุ ฝั่งขาเข้าเมือง ส่งผลให้ขบวนรถไฟ T19/เที่ยว 2045 ล่าช้าจากตารางเวลา 8 นาที 11.45 น. ทำการแก้ไขอุปกรณ์ตรวจจับนับเพลาล้อ 101BT, 102AT ที่ระหว่างสถานีตลิ่งชันและบางบำหรุแล้วเสร็จ รถไฟทุกขบวนให้บริการครบตรงตามตารางเดินรถ"
224,2021,พฤศจิกายน,2021-11-25,14.44,T16,8,1,RW05,,C,SRTET,4,14.44 น. ขบวนรถT16 /เที่ยว2073 เกิดระบบจ่ายไฟในขบวนรถขัดข้อง ก่อนเข้าสถานีบางบำหรุ ฝั่งขาออกเมือง สามารถเคลื่อนที่เข้าจอดที่สถานี  และทำการแก้ไข 14.55 น. ทำการแก้ไขเเล้วเสร็จ ขบวนรถสามารถเคลื่อที่ได้ถึงสถานีปลายทาง สถานีตลิ่งชัน ส่งผลให้ขบวนรถไฟ เที่ยว2073 ล่าช้า 8 นาที 15.35 น. นำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อฝั่งขาออกเมือง รถไฟทุกขบวนให้บริการครบตรงตามตารางเดินรถ
225,2021,พฤศจิกายน,2021-11-25,23.55,City02,4,1,A7,,C,AERA1,2,เวลา 23:55 น. ขบวนรถ City02 ระบบห้ามล้อขัดข้อง ที่สถานีราชปรารภฝั่งขาออกนอกเมือง ทำการขนถ่ายผู้โดยสารออกจากขบวนรถและถอนออกจากการให้บริการ  โดยมีขบวนรถให้บริการทดแทน ล่าช้า 7 นาที เวลา 00.06 น. รถไฟทุกขบวนให้บริการครบตรงตามตารางเดินรถ
226,2021,พฤศจิกายน,2021-11-26,5.5,T22,8,2,RW05,RW06,C,SRTET,9,05.50 น. ขบวนรถไฟ T22 /เที่ยว 2004 แจ้งว่าพบสายกราวด์ใกล้บริเวณพื้นที่ราง ระหว่างสถานีบางบำหรุและตลิ่งชัน ฝั่งขาออกเมือง 06.12 น. พนักงานขับรถไฟเก็บสายกราวด์ออกจากบริเวณพื้นที่รางเรียบร้อย ส่งผลให้ T22 /เที่ยว 2004  ล่าช้าจากตารางเวลา 6 นาที
227,2021,พฤศจิกายน,2021-11-26,7.04,T10,7,1,RN01,,C,SRTET,3,"07.04 น. ขบวนรถT10 /เที่ยว 1015 เกิดเหตุประตูรถไฟฟ้าขัดข้องทั้งขบวน  ที่สถานีกลางบางซื่อฝั่งขาออกเมือง
07.08 น. ทำการแก้ไขเเล้วเสร็จ ขบวนรถสามารถให้บริการได้ตามปกติ ส่งผลให้ขบวนรถไฟ T10 / เที่ยว1015 ล่าช้าจากตารางเวลา 8 นาที"
228,2021,พฤศจิกายน,2021-11-27,6.32,"T01, T05",7,1,RN09,RN10,B,SRTET,8,"06.32 น. อุปกรณ์ตรวจจับนับเพลาล้อ B01AT, B01BT ขัดข้อง ที่ระหว่างสถานีหลักหกและรังสิตฝั่งขาออกเมือง ส่งผลให้ขบวนรถไฟ T01/เที่ยว 1009, T05/เที่ยว 1011 ล่าช้าจากตารางเวลา 5 นาที"
229,2021,พฤศจิกายน,2021-11-27,13.49,T02,7,1,RN08,,C,SRTET,8,"13.49 น. อุปกรณ์ตรวจจับนับเพลาล้อ B08AT, B08BT ขัดข้อง ที่สถานีดอนเมืองฝั่งขาเข้าเมือง ส่งผลให้ขบวนรถไฟ T02/เที่ยว 1066 ล่าช้าจากตารางเวลา 18 นาที และ T08/เที่ยว 1068 ล่าช้าจากตารางเวลา 12 นาที"
230,2021,พฤศจิกายน,2021-11-27,17.35,Express03,4,1,A7,,O,AERA1,1,เวลา 17.35 น. ขบวนรถ Express03 ระบบขับเคลื่อนขัดข้อง ที่สถานีราชปรารภฝั่งขาเข้าเมือง ทำการขนถ่ายผู้โดยสารออกจากขบวนรถที่สถานีปลายทางพญาไท ถอนออกจากการให้บริการ ยกเลิกเที่ยวให้บริการที่สถานีพญาไทถึงสถานีรามคำแหง ฝั่งขาออกนอกเมือง เวลา 17.51 น. นำขบวนรถทดแทนให้บริการที่สถานีหัวหมาก ฝั่งขาออกนอกเมือง ขบวนรถไฟให้บริการครบตรงตามตารางการเดินรถ
231,2021,พฤศจิกายน,2021-11-29,14,T11,7,1,RN08,RN07,C,SRTET,8,"14.00 น. อุปกรณ์ตรวจจับนับเพลาล้อ B08AT, B08BT, B04T ขัดข้อง ที่สถานีดอนเมือง ฝั่งขาเข้าเมือง 14.36 น. อุปกรณ์ตรวจจับนับเพลาล้อ 02AT, 102BT ขัดข้อง ที่สถานีการเคหะฝั่งขาเข้าเมือง ส่งผลให้ขบวนรถไฟ T11/เที่ยว 1068 ล่าช้าจากตารางเวลา 12 นาที 15.00 น. นำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อฝั่งขาออกเมือง"
232,2021,พฤศจิกายน,2021-11-29,15.02,5,3,1,BL22,,B,BEM,3,เวลา 15.02 น. ขบวนรถไฟฟ้าหมายเลข 05 เกิดเหตุประตูรถไฟฟ้าขัดข้อง จำนวน 1 ขบวน ที่สถานีสุขุมวิท ฝั่งขาขึ้น (ปลายทางสถานีท่าพระ) ดำเนินการถอนรถออกจากการให้บริการ โดยมีขบวนรถไฟฟ้าให้บริการทดแทน ล่าช้า 3 นาที
233,2021,พฤศจิกายน,2021-11-29,22.29,,4,1,A1,,B,AERA1,8,เวลา 22.29 น. เกิดเหตุสัญญานไฟ H6141 ขัดข้องที่สถานีสุวรรณภูมิ มีผลให้รถไฟทุกขบวนฝั่งขาเข้าเมืองล่าช้า 5 นาที จนสิ้นสุดการบริการ (8 เที่ยว)
234,2021,ธันวาคม,2021-12-01,5.4,,8,1,RW05,,C,SRTET,8,"05.40 น. สถานีบางบำหรุ  อุปกรณ์ตรวจจับนับเพลาล้อ B06BT ขัดข้อง ฝั่งขาออกเมือง และ B05AT ขัดข้อง ฝั่งขาออกเมือง ส่งผลให้ขบวนรถ เที่ยว 2007 ล่าช้า 21 นาที, เที่ยว 2004 ล่าช้า 17 นาที และ ยกเลิกเที่ยวให้บริการจำนวน 2 เที่ยว  เจ้าหน้าที่กำลังดำเนินการการแก้ไข"
235,2021,ธันวาคม,2021-12-01,11.38,,8,2,RW05,RW06,O,SRTET,8,11.38 น. ระบบการบังคับสัมพันธ์ด้วยคอมพิวเตอร์ (CBI) ขัดข้อง ที่สถานี บางบำหรุ และ สถานี ตลิ่งชัน ขัดข้อง ส่งผลให้ไม่สามารถควบคุมการเดินรถได้  12.02 น. ศูนย์ควบคุมการเดิน ให้ทำการขนถ่ายผู้โดยสารออกจากขบวนรถ ที่สถานี กลางบางซื่อ เที่ยว 2043สถานี บางบำหรุ เที่ยว 2041 สถานี ตลิ่งชัน เที่ยว 2040 สายตะวันตก ยังไม่สามารถให้บริการการเดินรถได้ 15.00 น. ศูนย์ควบคุมการเดินรถไฟฟ้าสายสีแดงเปิดให้บริการสายตะวันตกเดินรถไม่เต็มรูปแบบ  เนื่องจากระบบการบังคับสัมพันธ์ด้วยคอมพิวเตอร์ (CBI) ขัดข้อง ยังไม่สามารถแก้ไขได้ ใช้รถไฟให้บริการ 2 ขบวน ความถี่ 30 นาที 17.00 น. ดำเนินการแก้ไขระบบการบังคับสัมพันธ์ด้วยคอมพิวเตอร์ (CBI)  ที่สถานีบางบำหรุและสถานีตลิ่งชัน สามารถกลับมาใช้งานได้ 17.15 น. ศูนย์ควบคุมการเดินรถกลับมาใช้แผนการเดินรถตามปกติ ขบวนรถให้บริการครบตรงตามเวลา
236,2021,ธันวาคม,2021-12-01,19,T06,7,1,RN10,,C,SRTET,3,19.00 น. ขบวนรถT06 /เที่ยว 1106 เกิดเหตุประตูรถไฟฟ้าขัดข้องทั้งขบวน  ที่สถานีรังสิตฝั่งขาเข้าเมือง 19.07 น. ทำการแก้ไขเเล้วเสร็จ ขบวนรถสามารถให้บริการได้ตามปกติ ส่งผลให้ขบวนรถไฟ T06 / เที่ยว1106 ล่าช้าจากตารางเวลา 6 นาที
237,2021,ธันวาคม,2021-12-03,8.36,,2,1,W1,,O,BTS,6,08.36-08.46 น. เกิดเหตุจุดสับรางขัดข้องที่บริเวณจุดกลับขบวนรถสถานีปลายทางสนามกีฬาแห่งชาติ ทำให้ขบวนรถไฟฟ้าไม่สามารถเคลื่อนที่ผ่านบริเวณดังกล่าวได้ และได้รับการแก้ไขเรียบร้อย
238,2021,ธันวาคม,2021-12-03,10.3,19,3,1,BL28,,B,BEM,2,เวลา 10.30 น. ขบวนรถไฟฟ้าหมายเลข 19 เกิดเหตุระบบแรงดันลมขัดข้อง จำนวน 1 ขบวน ที่สถานีหัวลำโพง ฝั่งขาขึ้น (ปลายทางสถานีท่าพระ) ดำเนินการถอนรถออกจากการให้บริการ ล่าช้า 3 นาที โดยมีขบวนรถไฟฟ้าให้บริการทดแทน
239,2021,ธันวาคม,2021-12-04,16.28,T07,7,1,RN07,,C,SRTET,4,16.28 น. ขบวนรถไฟ T07 /เที่ยว 1082 เกิดระบบหม้อแปลงไฟฟ้าขับเคลื่อนขัดข้อง ที่สถานีการเคหะ ฝั่งขาเข้าเมือง ทำการแก้ไขแล้วเสร็จ ส่งผลให้ขบวนรถ เที่ยว1082 ล่าช้าจากตารางเวลา 13 นาที 17.00 น. นำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อ ฝั่งขาออกเมือง รถไฟทุกขบวนให้บริการครบตรงตามตารางเวลาเดินรถ
240,2021,ธันวาคม,2021-12-04,17.3,T10,7,1,RN08,,C,SRTET,8,"17.30 น. อุปกรณ์ตรวจจับนับเพลาล้อ B08AT, B08BT, B04T ขัดข้อง ที่สถานีดอนเมือง ฝั่งขาเข้าเมือง  ส่งผลให้ขบวนรถไฟ T10/เที่ยว 1098 ล่าช้าจากตารางเวลา 6 นาที"
241,2021,ธันวาคม,2021-12-06,12.1,T02,7,1,RN08,,C,SRTET,8,"12.10 น. อุปกรณ์ตรวจจับนับเพลาล้อ B08AT, B08BT ขัดข้อง ที่สถานีดอนเมือง ฝั่งขาเข้าเมือง  ส่งผลให้ขบวนรถไฟ T02/เที่ยว 1058 ล่าช้าจากตารางเวลา 7 นาที และ T12 / เที่ยว1060 ล่าช้าจากตารางเวลา 18 นาที ขณะทำการแก้ไข 13.05 น. เจ้าหน้าที่ทำการแก้ไขอุปกรณ์ตรวจจับนับเพลาล้อ B08AT, B08BT ขัดข้อง ที่สถานีดอนเมือง ฝั่งขาเข้าเมือง  แล้วเสร็จ 13.23 น. รถไฟทุกขบวนให้บริการครบตรงตามตารางเวลาเดินรถ"
242,2021,ธันวาคม,2021-12-06,17.3,,7,1,RN08,,C,SRTET,8,"17.30 น. อุปกรณ์ตรวจจับนับเพลาล้อ B08AT, B08BT ขัดข้อง ที่สถานีดอนเมือง ฝั่งขาเข้าเมือง  ส่งผลให้ขบวนรถไฟ เที่ยว 1092 ล่าช้าจากตารางเวลา 6 นาที / เที่ยว1100 ล่าช้าจากตารางเวลา 6 นาที และเที่ยว 1110 ล่าช้าจากตารางเวลา 8 นาที"
243,2021,ธันวาคม,2021-12-06,18.09,62,1,1,E15,,O,BTS,3,18.09-18.24 น. ระบบประตูของขบวนรถไฟฟ้าหมายเลข 62 ขัดข้องที่สถานีสำโรง ฝั่งมุ่งหน้าสถานีปลายทางคูคต ไม่สามารถแก้ไขได้ และทำการเปลี่ยนถ่ายผู้โดยสาร จากนั้นนำขบวนรถออกจากการให้บริการ
244,2021,ธันวาคม,2021-12-06,20.21,,1,,,,O,BTS,8,20.21-20.57 น. ระบบควบคุมการเดินรถสายสุขุมวิทและสายสีลมขัดข้อง ส่งผลให้ศูนย์ควบคุมการเดินรถไม่สามารถใช้คำสั่งต่างๆในการควบคุมการเดินรถได้ ทำให้ขบวนรถต้องจอดรอที่สถานี และระหว่างสถานีนานกว่าปกติ จากนั้นระบบควบคุมการเดินรถได้รับการแก้ไขเรียบร้อย ขบวนรถไฟฟ้าทุกขบวนสามารถเคลื่อนที่ให้บริการได้ตามปกติ
